x,y,z
118670.18,121147.38,42677.33
39727.3392096069,8796.42209196377,11915.1210839391
12474.3153950454,1649.91407970563,8831.50706695309
4138.9932447065,1787.0525097462,5123.89120478021
7314.01481124862,1552.65660149667,5350.42643088557
3997.40203493419,1307.49365782091,3311.94172059448
5070.66393134469,1175.71406261222,2844.02294990677
2724.26326197664,954.770174068566,1730.76302712933
3019.33842483286,825.019434460178,1540.52198363469
2294.8647382163,827.755168781748,914.171084579488
2367.13928526445,785.694877635944,996.703881796003
1883.28368934348,721.54373394581,884.742886679183
2048.2877595804,526.404529211881,919.539204552512
1469.55779500198,468.485740086622,984.55026394092
1517.20514758061,502.647703602171,934.659134289374
1341.43962240673,516.592986647984,1004.5183564248
1200.14684034626,438.936641455946,720.930248120679
1565.50465411344,423.219494474948,795.612794974022
1248.52733256086,333.755426371524,447.843185762469
1269.41323153049,501.316338253538,529.251264770189
1049.74177927984,434.458439412164,410.804693502978
673.587023077459,410.720421021684,656.892240152603
792.849907766416,230.300549006291,383.558998031494
1201.17342208215,311.783568178776,492.207129140023
706.80185421527,414.962996281223,509.823388389918
972.114992792061,373.918039744514,604.506611078832
1028.47961114272,160.750254794321,437.153276570833
905.925736228335,184.567790247712,385.669159186319
987.720267469475,345.883440164198,400.269908103882
1008.81519902288,266.304040797406,259.48517357864
709.059055638188,319.322753947338,358.960906687568
669.287662878521,267.265550638217,303.45605271736
374.269422123482,314.189679756032,473.326543010984
542.348433745737,210.373884276966,214.577481828479
539.052597127953,222.524922751862,557.838240526345
318.19252013987,105.715474102945,347.796499871778
867.765755068674,307.473168925024,410.352282425555
944.562421832595,232.508303607438,119.729369230478
728.258570027212,317.865021374103,306.317875225459
762.195820687387,126.273790091393,116.55871076778
470.887963055055,205.737387698188,289.506895786232
140.135553381741,288.639967564124,292.223438850803
451.680789545587,368.563865965025,386.827598781053
477.685251682048,203.159114492907,233.296597570632
715.34210418974,75.3042574245222,272.500976627316
572.306043957974,199.957239727976,325.04804627709
365.90956384869,264.969849964551,241.776965736846
614.408279411715,234.976786088267,290.154972192263
485.529091228354,185.340292511805,197.022613171173
365.669180679442,212.635766391145,349.446629939925
522.431875270681,232.506738234007,173.615717383868
209.43452390203,338.132805105917,315.451121035047
213.842455915341,161.306953288063,168.339085690836
466.898255297114,218.386534016084,295.240712894851
349.253108534161,148.977677615457,209.469689025658
641.881715671903,187.402720380888,186.538396474281
922.885294209127,194.910466925918,166.321568151302
521.757739302627,223.525237259906,245.542252743488
449.368311323053,144.730622663721,260.405610628141
334.171993801313,184.469648586205,284.003912851975
113.651229179562,180.37481167147,174.207900588878
219.811486012196,175.309072686618,236.13315267782
249.287280384926,209.354474322531,191.838345843213
382.472326612068,199.221007694038,152.356354480082
779.329012804873,214.827899921321,81.218803465138
398.596674929182,115.507231906139,168.056877235495
447.138858633226,132.392764701064,187.126390495847
470.004415984293,133.426096282532,281.98502846258
201.482933242098,171.411340989579,268.862872791217
480.288459688353,212.660697665933,161.505457155177
528.794503716777,97.4063256461022,118.628164909669
205.291817430761,211.327518596297,232.843174332985
155.845056502753,218.066600427024,104.905855795498
298.830979110373,215.156850787973,183.823834773887
444.662284043471,196.856416473298,66.6088169936121
496.856952404141,197.959943250323,233.633698234797
371.362920588525,61.7885044545732,173.377297241171
420.91752667494,139.498872865882,182.989280865075
240.245034901992,158.818909973147,236.361038813573
251.391905090436,114.142311446236,185.216398470877
188.106955224005,103.791208997416,117.958100970573
377.977530111931,74.4644611938708,69.1810366068272
296.497161113155,181.309329390583,88.3334805406026
570.128933745452,160.703404181895,77.8372502937012
412.013412939026,131.708643120799,215.350061035581
319.208912327686,104.306305894553,144.250168569576
451.921119737732,128.495245760109,300.550834598115
443.81079427285,112.345389894803,30.1354477508813
250.994929287409,178.210783368447,271.231817564613
345.169960917872,164.047000645986,60.0053092293122
92.1472882953482,177.780999922934,82.8087255031671
511.966412026186,30.3536996510018,138.865221604022
89.7427524141742,163.078372188329,126.178343656998
54.6136193911547,102.817722915772,116.415972194411
448.64913930087,38.6470577135905,224.271817508292
351.5931166182,63.0842539362752,172.334303231782
385.074681084548,52.153592202875,139.993374037605
542.445738957052,124.036939714747,134.112033839398
214.558030638364,159.927832030522,102.146599426201
147.830076454745,129.664507212886,94.6891283507692
390.447499403127,119.756923487756,88.5548859369958
179.80798303539,249.673541028627,77.2089180472329
371.080752201032,64.5955785986649,145.637956833518
226.901289773936,51.0226815674203,221.767815933473
338.095929099997,49.3665412498723,156.565370970766
282.062828036231,138.137369458347,346.592627864171
341.520143314255,21.0911940640193,141.677129328806
335.478258811995,19.8483600623819,148.458108525731
565.573767225615,120.893283558839,70.5380620189254
117.132483374999,159.564349289369,132.252253862034
185.576702275902,195.580132946188,59.560490372483
228.750305763925,202.859117139958,109.151829945735
188.372991674835,147.342001946405,130.761041698279
290.066594046748,32.1649819736969,137.10697871964
496.251714674287,110.788699540419,157.450894916343
246.567015364737,149.529258228936,246.080014826597
393.802314375416,61.4042832808393,168.036959176508
268.828256520983,46.2219960301332,38.4142472853635
133.269375776295,154.072541582333,174.67869841397
239.101391241243,167.381988081438,132.029275206011
364.461897715807,196.861989337846,60.92360700031
395.760108561503,118.582835628102,138.030891100927
383.721807545353,214.620695174427,279.624298903237
150.74690916615,139.517675386953,177.278458251538
418.687719798274,20.4699654774388,113.739158791764
364.619461612136,28.2744966656219,184.284538426684
181.749492719484,122.651548083298,180.469532833441
538.508805374706,182.00651221849,25.4211087491755
435.677617380711,184.955396272906,94.4419882145913
122.545625797809,125.822814307785,60.1584045212205
108.643160498103,94.5630226992916,176.995442529371
253.101436402353,132.240010928219,160.717386322342
252.273834831927,180.731854802617,253.203848277492
307.348939433314,141.102252484586,106.429133174246
333.973418130041,48.2633429392267,126.549197586687
542.460656203692,27.8927737663474,110.921342842226
152.511859767829,242.773687973876,218.357237940763
102.310332650623,109.933127351668,157.437881003753
257.637939142107,139.802591917272,146.303436272857
171.158435822104,183.073527005722,162.272683784993
46.6334509030527,233.414318049079,186.912534027916
390.400061218788,147.220265439192,62.959600326228
258.312454015528,164.186434532061,171.728357828561
301.384221791187,71.3620889211921,101.788457538532
400.505896283621,102.834473731155,188.992325013755
296.951397253127,92.598090200848,30.3678480008721
399.755545317831,113.583391702525,86.0913605740594
379.678126833866,188.614283622243,131.240595829491
226.409733332061,89.5152168224712,170.210499359505
253.823946493254,110.477725247981,160.315822579901
238.370702460597,103.295358676215,11.3074893236271
123.192257809707,107.102108057933,125.993620818809
339.966269226161,64.5173327449928,110.589431794902
163.836235067905,105.18961565901,156.982255088697
564.542970331402,29.7541580751783,119.657892590904
666.865721403407,97.2214025882826,125.224818330243
104.29541005827,70.2838450635748,40.3631378648862
238.933579349942,97.8496108252117,276.161368573438
376.779398236656,136.391649081509,43.4669292221703
60.1537989225667,143.987589480895,139.933944458838
215.916743940641,69.4569246503962,132.027607600556
172.43851258231,79.7780529291856,89.633102610277
360.867273932965,109.26413051642,107.55424881155
249.487108425129,47.3609652700116,109.313502828957
139.918396633696,109.040105152168,77.5635834660133
268.796649035881,149.323802143273,137.868279774013
324.320799097275,46.271781352049,141.790101261843
212.087626727351,213.210617834396,30.8628068527996
235.159531429655,126.419824352914,117.172826670812
65.6386901858982,104.039695161287,18.881147662769
171.77204219153,52.002898800659,26.4527893217501
405.533121621126,108.174063845582,225.873245338581
466.503169731947,104.215127925463,62.71957804105
279.605384214016,70.2986181091569,127.565340074293
298.765966244522,118.081352628748,203.810277956137
53.9394978587617,168.257944825369,105.34524579512
132.316418684984,54.0236292425921,238.185090063054
344.42740412945,190.514114692273,41.3938114312203
280.134946039962,69.4849097839527,28.6180072826378
272.045846427678,89.0211092041441,122.768922197316
140.271471611451,81.2542480373461,101.289275266318
402.663153494421,91.8626550650693,111.644321541416
523.362253856516,122.808094650061,43.7899453236963
147.687411276094,136.926711834784,176.584203035797
263.577234071054,57.7367826372758,156.069666733505
462.049501815489,64.5700589445246,98.3230575807865
131.595472730962,53.2071831851363,63.0120672399296
109.046636874641,136.293784861069,118.563451468938
356.296229167888,146.077670422556,178.884218575641
216.513285796702,124.802968552261,81.2916933997319
262.952494255227,161.734163100506,104.33979866108
173.724329966542,213.189966039263,39.7439364645858
312.04777951951,82.535606877118,207.040161221155
403.654515753371,152.512290858088,139.01225933418
127.841621880998,95.2084070249738,220.103797905933
96.1233350645647,118.310284648766,138.541472840286
332.23119484523,84.6746483888559,41.3909985738388
305.120062574599,119.068649367038,125.811622241205
248.901761667795,72.706465469053,96.2940750789213
390.580553064902,100.517088008773,34.0958330046209
224.37175821512,189.039182458054,36.4778450984058
243.29497327985,132.717438414119,144.317976255314
147.882758998291,156.061406857574,131.597897644127
84.4387610599531,67.829037013888,257.46008372076
315.343326164705,147.859999469937,27.5053379010932
490.195131745118,221.475306250153,126.933502346773
213.467461604256,58.0095074421279,108.921881297504
133.299943428144,108.882288835455,168.956390682916
261.567156275182,63.7512193109005,135.573111753496
204.035162965594,164.449352611233,195.223219763748
82.069075186409,135.33257577157,52.7157862260399
131.89318330533,137.095319146129,209.242253939582
405.61713421516,26.7789174827603,77.8010891494683
448.818456984738,150.661667370577,165.345255622296
138.711137650953,153.36353827974,88.7175948317191
382.811084283405,59.0259141347455,70.3655320030081
287.934345088968,129.143408906788,98.9402708901537
134.171092617776,168.773725355806,58.8292881873719
246.018408423363,143.044959538885,2.50483513918121
163.739749992049,106.918367120673,72.2110838944576
397.794079516135,98.4752494768672,264.312638755478
186.021479412349,135.014252783371,177.271088688988
43.5695496847735,125.945264817627,171.64483799286
473.77295668126,13.5102885671399,48.5640362684862
393.600419120214,123.157483741644,136.119217680703
172.526025113269,139.542467763576,112.36806244543
330.700180517451,129.257395653759,171.694558884196
228.706109435414,114.367138687788,22.2634634024584
231.93907059018,132.794717912704,136.041791340177
149.323431435211,49.5261220563843,169.119300507433
78.5493193377241,94.8020414725558,192.307782655356
243.713135671112,230.311623581132,134.222419694637
472.641391770683,122.274992732601,67.4040524072298
200.08691990703,40.8835152138467,108.876125559802
80.2967965886162,22.0991335533128,148.557428168237
428.817717806063,110.219472311657,29.1186123943457
6.44684075043176,35.0075099186876,39.0729173910519
64.9556840804175,205.046562476196,140.043300190536
303.41623188257,116.495964265271,124.161706621965
378.561022829915,94.3577183730654,68.495443956085
468.201338068488,106.354704990196,84.9573829353277
